lat,lon,rainfall,temp,humidity
30.25,77.95,0,307.95,10
30.25,77.97,0,307.98,10
30.25,77.99,0,307.98,10
30.25,78.00999999999999,0,308.21,10
30.25,78.02999999999999,0,308.49,10
30.25,78.04999999999998,0,308.49,10
30.25,78.06999999999998,0,308.07,11
30.25,78.08999999999997,0,308.07,11
30.25,78.10999999999997,0,308.19,11
30.25,78.12999999999997,0,307.95,11
30.25,78.14999999999996,0,307.95,11
30.27,77.95,0,308.63,10
30.27,77.97,0,308.56,10
30.27,77.99,0,308.56,10
30.27,78.00999999999999,0,308.32,11
30.27,78.02999999999999,0,308.16,11
30.27,78.04999999999998,0,308.16,11
30.27,78.06999999999998,0,307.9,11
30.27,78.08999999999997,0,307.9,11
30.27,78.10999999999997,0,307.77,11
30.27,78.12999999999997,0,307.63,11
30.27,78.14999999999996,0,307.63,11
30.29,77.95,0,308.63,10
30.29,77.97,0,308.56,10
30.29,77.99,0,308.56,10
30.29,78.00999999999999,0,308.32,11
30.29,78.02999999999999,0,308.16,11
30.29,78.04999999999998,0,308.16,11
30.29,78.06999999999998,0,307.9,11
30.29,78.08999999999997,0,307.9,11
30.29,78.10999999999997,0,307.77,11
30.29,78.12999999999997,0,307.63,11
30.29,78.14999999999996,0,307.63,11
30.31,77.95,0,308.59,10
30.31,77.97,0,308.3,10
30.31,77.99,0,308.3,10
30.31,78.00999999999999,0,308.0,11
30.31,78.02999999999999,0,307.77,11
30.31,78.04999999999998,0,307.77,11
30.31,78.06999999999998,0,307.46,11
30.31,78.08999999999997,0,307.46,11
30.31,78.10999999999997,0,306.89,11
30.31,78.12999999999997,0,305.37,12
30.31,78.14999999999996,0,305.37,12
30.33,77.95,0,308.35,10
30.33,77.97,0,308.18,11
30.33,77.99,0,308.18,11
30.33,78.00999999999999,0,307.94,11
30.33,78.02999999999999,0,307.29,11
30.33,78.04999999999998,0,307.29,11
30.33,78.06999999999998,0,306.91,12
30.33,78.08999999999997,0,306.91,12
30.33,78.10999999999997,0,306.6,12
30.33,78.12999999999997,0,305.47,13
30.33,78.14999999999996,0,305.47,13
30.349999999999998,77.95,0,308.35,10
30.349999999999998,77.97,0,308.18,11
30.349999999999998,77.99,0,308.18,11
30.349999999999998,78.00999999999999,0,307.94,11
30.349999999999998,78.02999999999999,0,307.29,11
30.349999999999998,78.04999999999998,0,307.29,11
30.349999999999998,78.06999999999998,0,306.91,12
30.349999999999998,78.08999999999997,0,306.91,12
30.349999999999998,78.10999999999997,0,306.6,12
30.349999999999998,78.12999999999997,0,305.47,13
30.349999999999998,78.14999999999996,0,305.47,13
30.369999999999997,77.95,0,307.83,11
30.369999999999997,77.97,0,307.46,11
30.369999999999997,77.99,0,307.46,11
30.369999999999997,78.00999999999999,0,307.11,11
30.369999999999997,78.02999999999999,0,306.17,12
30.369999999999997,78.04999999999998,0,306.17,12
30.369999999999997,78.06999999999998,0,306.29,12
30.369999999999997,78.08999999999997,0,306.29,12
30.369999999999997,78.10999999999997,0,305.9,13
30.369999999999997,78.12999999999997,0,304.17,14
30.369999999999997,78.14999999999996,0,304.17,14
30.389999999999997,77.95,0,307.43,11
30.389999999999997,77.97,0,306.73,11
30.389999999999997,77.99,0,306.73,11
30.389999999999997,78.00999999999999,0,306.82,12
30.389999999999997,78.02999999999999,0,306.54,12
30.389999999999997,78.04999999999998,0,306.54,12
30.389999999999997,78.06999999999998,0,305.55,13
30.389999999999997,78.08999999999997,0,305.55,13
30.389999999999997,78.10999999999997,0,304.58,13
30.389999999999997,78.12999999999997,0,303.37,15
30.389999999999997,78.14999999999996,0,303.37,15
30.409999999999997,77.95,0,306.18,11
30.409999999999997,77.97,0,305.49,11
30.409999999999997,77.99,0,305.49,11
30.409999999999997,78.00999999999999,0,304.12,12
30.409999999999997,78.02999999999999,0,303.35,13
30.409999999999997,78.04999999999998,0,303.35,13
30.409999999999997,78.06999999999998,0,301.63,13
30.409999999999997,78.08999999999997,0,301.63,13
30.409999999999997,78.10999999999997,0,300.17,14
30.409999999999997,78.12999999999997,0,300.15,16
30.409999999999997,78.14999999999996,0,300.15,16
30.429999999999996,77.95,0,306.18,11
30.429999999999996,77.97,0,305.49,11
30.429999999999996,77.99,0,305.49,11
30.429999999999996,78.00999999999999,0,304.12,12
30.429999999999996,78.02999999999999,0,303.35,13
30.429999999999996,78.04999999999998,0,303.35,13
30.429999999999996,78.06999999999998,0,301.63,13
30.429999999999996,78.08999999999997,0,301.63,13
30.429999999999996,78.10999999999997,0,300.17,14
30.429999999999996,78.12999999999997,0,300.15,16
30.429999999999996,78.14999999999996,0,300.15,16
30.449999999999996,77.95,0,304.48,11
30.449999999999996,77.97,0,299.18,12
30.449999999999996,77.99,0,299.18,12
30.449999999999996,78.00999999999999,0,300.88,12
30.449999999999996,78.02999999999999,0,298.44,13
30.449999999999996,78.04999999999998,0,298.44,13
30.449999999999996,78.06999999999998,0,297.48,14
30.449999999999996,78.08999999999997,0,297.48,14
30.449999999999996,78.10999999999997,0,297.13,15
30.449999999999996,78.12999999999997,0,298.34,17
30.449999999999996,78.14999999999996,0,298.34,17
